Temperature,Humidity,Wind_Speed,PM2.5,PM10,NO2,SO2,CO,O3,AQI
24.4,64.4,10.6,66.2,96.2,41.0,0.4,0.3,45.7,111
27.0,71.7,16.0,14.8,24.3,18.2,12.9,2.53,47.4,127
23.9,51.4,5.6,50.9,122.9,20.6,12.5,1.56,50.0,116
50.6,40.1,20.3,37.0,86.6,40.2,17.2,2.27,43.1,115
34.1,41.0,14.8,63.0,79.4,27.8,10.2,0.65,21.2,103
23.4,65.8,12.9,0,0.0,70.8,10.9,1.08,47.7,81
27.7,81.9,12.4,50.6,94.1,1.2,3.8,1.01,37.5,98
19.6,30.2,6.0,43.8,75.4,53.3,8.7,1.55,42.2,80
44.1,46.4,12.6,72.9,176.1,13.2,6.1,1.72,56.2,178
16.3,66.4,5.2,33.8,67.8,9.9,20.0,0,52.8,66
34.0,66.3,13.3,29.3,38.3,15.1,21.6,0.2,30.7,42
29.1,55.9,11.3,49.2,71.8,35.9,23.4,0.52,70.6,80
17.7,40.6,-6.9,101.7,219.9,29.7,16.1,0.95,30.3,229
27.1,40.1,4.5,67.8,139.1,6.4,17.1,1.03,35.0,136
29.3,59.9,4.3,0,0.0,26.5,13.1,0.12,48.0,44
31.5,91.7,8.9,34.4,61.4,11.9,11.5,0.63,42.1,62
24.5,74.0,1.2,37.5,78.4,47.6,0.7,1.79,29.3,89
42.4,65.1,12.5,38.6,94.1,16.4,27.3,0.13,38.8,104
4.2,65.6,14.8,26.8,36.0,27.2,5.1,0.63,37.3,43
35.1,75.5,17.5,55.5,101.9,32.9,18.5,1.64,44.7,103
39.6,66.2,10.7,29.6,68.6,28.6,10.0,1.25,64.1,73
21.3,61.0,19.6,25.7,35.1,35.8,25.2,0.77,24.2,35
10.6,39.8,6.9,34.9,42.2,15.3,17.3,1.23,13.4,67
3.3,52.9,14.0,20.6,40.2,28.7,6.8,1.65,20.4,80
10.0,51.9,16.6,48.9,74.6,18.5,28.1,0.24,3.2,84
30.3,83.7,0.5,101.4,153.2,41.0,9.2,0.54,36.2,176
17.2,57.6,6.6,0,0.0,32.6,19.0,0.99,58.8,64
20.0,79.4,9.9,86.6,155.9,57.6,21.8,1.0,25.3,156
5.3,57.7,10.4,96.6,157.0,59.5,14.9,0.08,49.9,164
26.2,108.9,15.9,96.7,221.9,31.8,16.7,1.54,50.5,217
22.8,90.0,14.0,43.4,72.3,19.6,15.6,1.21,36.7,69
18.7,24.0,12.7,0,0.0,45.9,9.0,0.91,44.0,66
25.5,64.9,-1.4,38.1,50.2,40.5,0,2.14,37.7,110
21.6,47.7,16.6,5.1,11.7,36.0,20.3,0.67,44.4,42
36.4,65.1,13.2,0,0.0,17.7,17.1,1.73,55.2,91
21.0,78.2,8.2,54.4,122.8,18.7,7.2,1.51,44.8,121
37.8,69.2,9.8,0,0.0,16.2,27.0,2.78,14.6,131
20.0,31.6,17.6,29.6,48.2,2.6,0,0.35,66.7,62
26.0,39.4,5.8,13.3,19.9,49.3,0,0,45.3,68
31.9,49.6,9.4,0,0.0,48.0,18.6,0.87,54.2,60
27.7,83.9,6.9,99.7,162.3,19.1,12.5,2.13,45.0,160
39.3,55.9,9.7,52.7,121.3,22.7,21.5,0,41.7,119
18.5,47.8,2.6,25.3,41.0,17.7,14.0,1.03,43.2,50
30.0,86.5,12.1,67.0,88.4,0,4.6,1.53,40.4,119
32.6,48.0,17.4,41.5,63.2,42.5,12.6,1.85,38.4,90
25.8,52.0,15.0,37.7,53.5,7.9,19.3,0.87,17.7,67
8.9,79.5,10.6,81.4,195.1,3.2,10.2,0.74,32.8,191
14.3,65.0,5.2,79.3,102.6,44.7,23.5,1.29,45.2,138
25.9,56.4,4.3,112.8,277.6,8.6,6.9,1.66,30.3,272
22.6,63.1,14.3,31.5,60.9,37.4,25.1,0.94,74.5,73
13.2,29.5,10.5,26.3,63.2,2.6,14.3,0.41,63.5,65
14.8,38.0,7.7,2.9,4.5,0.9,19.2,0.97,57.7,67
19.3,94.2,10.7,12.3,21.1,0,0,0.11,30.0,30
8.3,77.5,9.9,76.0,186.8,19.3,6.8,0.71,48.6,193
13.7,84.1,13.8,54.5,75.6,11.9,14.8,0,26.5,93
43.4,57.0,11.9,45.6,95.9,1.2,12.7,0.95,42.6,90
36.1,64.1,13.0,77.4,174.9,23.0,16.4,1.26,58.4,183
23.7,103.1,4.1,81.4,163.8,38.2,10.6,0.79,55.9,163
34.0,40.4,7.1,38.1,48.7,21.8,15.0,0.9,8.4,56
35.0,73.9,16.8,48.2,119.8,33.3,0,0.28,49.8,115
29.1,119.7,-2.3,94.2,194.5,0,12.5,1.19,36.3,198
33.9,73.0,7.4,5.2,12.2,47.5,25.4,1.44,38.1,69
7.6,41.2,15.1,22.2,38.6,10.9,26.1,3.17,60.3,156
34.4,62.0,18.7,58.5,94.9,4.3,19.7,0.11,59.3,102
30.2,102.0,5.2,116.8,277.6,26.7,14.2,0.34,47.9,280
12.1,56.7,13.7,16.7,22.8,34.9,6.9,0.53,19.3,46
20.7,50.6,10.8,33.1,48.8,17.3,15.3,0,53.9,58
23.7,48.5,19.7,11.9,26.1,32.9,22.6,0,46.6,49
28.8,28.6,8.3,80.4,187.6,46.5,30.5,0.43,27.0,183
13.6,82.2,9.6,22.4,45.5,0,7.5,1.2,26.8,62
27.8,87.8,14.4,96.1,129.9,17.3,1.8,2.16,62.8,158
28.6,60.1,0.6,38.8,96.1,21.9,23.6,0.39,20.1,89
23.3,63.5,14.9,12.9,17.8,24.7,32.8,0.46,25.1,41
20.5,53.3,5.4,1.5,3.1,16.0,10.0,1.41,39.8,78
24.7,22.8,11.3,0,0.0,31.0,23.9,0.91,47.2,44
23.0,23.7,9.5,30.6,71.2,40.0,25.4,0,68.7,66
8.6,85.2,9.6,28.6,71.2,55.7,15.5,0.2,22.3,71
22.8,47.6,13.1,19.4,26.6,30.4,1.8,1.53,13.9,75
14.3,65.6,12.3,38.7,53.7,14.4,18.3,2.3,37.0,114
23.0,34.1,3.5,0,0.0,50.1,11.8,1.99,12.8,111
40.3,62.8,11.5,90.0,177.4,26.4,28.8,0.79,46.9,178
25.7,83.1,5.3,0,0.0,8.3,25.8,1.33,21.7,68
5.3,50.6,6.7,30.3,41.1,14.3,25.1,1.46,23.9,68
37.9,63.8,6.4,39.0,84.5,33.5,8.9,0,51.1,79
30.3,65.9,11.1,92.6,133.3,10.7,15.8,0.85,27.7,152
29.4,38.6,3.4,41.3,87.9,32.6,10.0,1.04,5.8,90
21.2,49.8,8.2,0,0.0,17.9,19.7,1.39,50.8,75
26.6,55.7,15.9,38.7,64.8,9.8,12.1,1.01,43.2,61
48.0,25.3,8.9,23.0,44.9,11.7,10.9,0.08,67.9,67
18.3,56.7,17.5,74.9,113.0,36.4,22.8,2.0,6.4,122
20.8,53.4,12.0,36.2,55.4,24.5,0,2.17,35.4,110
24.7,81.0,7.9,17.3,22.4,22.9,0,0.83,33.1,36
35.5,71.7,3.8,37.3,92.8,35.6,12.9,1.07,43.0,92
28.4,66.8,8.2,45.9,93.3,18.3,21.8,0.77,74.1,93
26.4,22.3,19.2,24.6,59.2,36.5,22.3,2.15,33.5,116
12.8,61.6,6.9,0,0.0,0,1.7,1.92,68.3,93
30.9,57.1,-3.1,13.5,31.0,24.7,9.8,1.06,63.4,64
27.9,68.6,4.1,85.4,108.4,21.7,0,0.84,33.0,136
15.1,83.9,23.4,55.7,86.8,7.5,0,1.84,57.8,87
18.3,97.2,14.8,42.1,67.6,36.9,17.2,0.76,3.3,71
28.0,58.9,3.7,0,0.0,31.8,4.4,1.44,41.9,66
-10.0,53.4,15.9,12.7,21.9,0,0.3,0.97,1.3,46
9.1,61.2,18.2,96.4,225.9,18.7,1.5,0.81,4.3,218
15.6,23.2,6.5,38.3,49.6,42.8,4.8,1.8,33.2,87
31.7,93.6,17.2,50.2,110.1,54.9,21.2,1.46,43.0,113
24.0,34.1,10.9,66.4,160.3,6.7,0.4,1.87,45.7,156
17.2,42.9,15.4,27.6,33.3,46.5,20.0,0.67,34.4,60
20.8,60.4,7.1,47.0,63.9,18.4,15.5,0.68,31.5,75
30.2,48.6,11.4,49.5,87.5,21.1,18.2,0.6,35.4,92
12.2,91.3,11.0,71.2,89.1,4.0,25.2,1.38,30.9,120
35.8,52.0,6.6,13.7,30.8,42.0,13.0,0.31,50.7,42
2.3,59.5,12.7,20.7,27.8,33.2,16.3,1.53,45.8,77
17.7,52.0,5.9,96.0,169.4,25.2,12.2,1.89,39.6,166
31.9,79.6,10.0,102.1,237.2,45.1,14.7,1.23,36.9,235
7.5,52.9,4.4,87.7,172.7,86.8,10.2,0.57,36.6,174
48.0,57.2,3.8,68.1,89.8,49.4,18.2,0.61,73.9,114
34.0,36.3,10.8,26.1,40.4,16.6,13.2,1.73,35.5,89
27.8,61.7,17.8,59.4,87.6,0,18.8,1.41,49.6,103
22.0,57.0,12.1,83.2,193.1,32.2,7.0,2.15,24.2,200
15.5,56.5,8.0,30.6,52.0,38.0,11.6,0.98,30.2,43
13.6,52.6,7.3,27.7,35.9,0,6.2,0.79,29.8,31
29.7,90.5,13.1,56.9,108.9,29.4,35.5,2.05,18.9,119
21.7,29.9,12.5,49.2,85.9,26.0,25.8,0.6,60.9,87
23.3,50.1,16.2,52.8,118.0,18.6,0,0.03,55.3,127
5.6,76.9,17.2,7.8,13.5,53.1,14.1,1.51,38.4,78
18.2,21.2,11.4,6.5,13.9,13.2,13.7,1.23,62.3,59
23.0,74.2,11.0,65.8,154.5,32.8,22.1,0.72,46.9,148
25.1,97.2,9.7,54.2,89.6,14.8,9.1,2.08,54.3,97
20.1,36.9,13.7,35.9,81.1,36.1,18.2,0.5,49.2,80
37.2,55.6,18.6,34.9,77.3,56.0,25.3,0.14,63.4,82
14.7,25.0,7.1,45.8,89.6,45.6,20.9,0,43.4,93
23.6,41.0,11.8,34.6,49.7,45.8,33.3,1.35,57.9,66
10.7,71.8,10.4,62.3,124.1,48.0,18.5,1.13,36.3,135
29.5,58.3,2.1,42.5,95.7,14.5,9.1,2.48,48.4,125
10.7,74.5,11.0,63.8,128.6,35.6,41.0,1.18,42.2,128
24.2,41.9,9.1,24.4,44.5,10.0,10.8,1.37,53.6,70
27.8,50.0,3.4,88.4,117.8,56.1,11.5,1.92,48.2,145
26.9,57.7,7.5,55.3,113.5,36.2,35.3,0,64.1,115
20.6,64.7,12.1,107.0,178.1,59.8,11.2,0.73,70.2,173
35.8,43.4,12.7,75.5,149.5,25.1,9.8,0.66,36.9,151
16.6,95.4,16.8,14.0,31.5,0,14.0,0.69,73.2,73
33.7,83.5,7.9,79.8,170.5,35.1,3.9,1.96,54.9,174
23.0,114.6,18.7,65.8,106.3,47.9,1.4,1.57,18.6,114
16.0,91.2,7.9,35.7,62.3,5.3,15.2,0,32.4,57
33.7,36.8,13.1,23.5,49.7,0,15.1,1.06,49.7,53
1.5,42.0,11.5,37.6,62.2,53.3,0,1.28,19.4,73
40.4,103.5,8.1,59.3,75.5,67.5,31.6,2.56,46.0,123
50.5,68.5,4.6,85.1,175.4,64.1,23.5,1.14,52.6,174
28.0,83.0,13.0,56.7,81.5,19.5,14.3,0,40.0,91
17.3,69.6,11.5,2.8,4.4,53.0,32.1,2.31,43.7,115
25.0,75.0,3.4,80.4,183.2,12.1,25.3,0.54,38.5,178
39.9,104.8,-3.7,51.6,70.4,36.6,28.5,1.1,59.3,86
12.2,80.1,2.3,29.4,59.8,33.4,17.8,0.58,43.2,53
26.6,69.0,16.0,65.0,149.4,46.0,16.4,0.72,41.9,143
15.4,50.8,15.9,37.2,57.7,26.1,27.8,0.85,13.3,59
33.3,64.9,10.6,46.3,77.1,25.9,24.9,1.45,70.2,75
-1.7,57.3,7.8,6.3,8.4,48.1,17.0,0.57,16.6,58
8.3,39.8,9.3,60.0,108.1,36.6,12.1,0.67,3.6,111
11.4,61.4,7.1,84.0,180.3,24.5,1.6,0,21.4,188
20.0,76.0,13.3,23.5,55.4,33.0,5.2,1.28,59.9,67
27.6,43.7,5.8,51.5,120.0,19.6,0,0.38,45.1,118
32.2,69.7,12.7,40.4,63.2,24.4,18.3,1.59,69.4,79
36.3,58.5,20.2,31.9,43.4,21.1,12.4,0.9,57.8,54
38.9,25.1,13.3,59.1,135.9,48.5,12.1,0.61,33.2,135
45.3,48.6,3.7,17.4,26.4,4.2,15.5,0.91,60.2,57
30.5,76.9,14.4,61.3,110.4,48.6,21.2,0,20.1,108
25.9,54.9,-1.1,96.9,141.4,14.0,10.9,1.62,60.3,161
21.6,38.3,9.8,51.0,71.6,1.9,17.7,0.91,44.2,81
19.2,77.5,8.2,20.7,26.2,39.6,31.7,0,34.8,46
22.3,53.7,14.6,56.3,89.4,20.5,0,0,37.7,93
43.8,96.0,15.9,23.8,33.7,58.0,8.9,1.68,29.3,85
33.2,86.2,5.3,91.1,155.3,64.9,16.1,0.74,43.2,152
13.0,33.8,23.1,81.1,174.9,17.7,12.7,1.42,28.3,176
28.2,52.6,15.0,37.3,69.9,51.9,15.3,1.21,37.4,57
33.3,71.5,12.0,79.3,151.5,27.3,19.9,1.67,25.2,162
37.9,55.4,19.1,46.5,56.7,48.8,7.9,1.84,31.8,89
16.1,44.2,12.5,7.4,16.2,23.6,19.7,1.33,29.6,68
14.6,46.0,2.9,87.0,182.2,14.9,18.1,0,13.9,192
-0.6,63.2,7.8,24.3,42.1,7.6,0,1.03,35.8,50
12.6,69.1,14.1,51.8,90.6,33.7,25.9,0.61,43.0,88
26.0,103.4,7.8,9.3,19.7,49.3,14.9,0.9,35.5,64
20.7,100.2,9.1,112.5,251.4,17.2,18.8,1.67,31.2,254
25.6,34.0,16.5,55.8,91.3,5.5,45.4,0.36,44.9,107
30.1,86.9,14.3,2.8,5.4,49.6,25.3,1.49,43.7,79
18.2,51.5,10.9,56.1,113.4,7.5,19.1,0,31.0,111
2.0,44.1,10.6,56.2,99.4,11.5,5.3,2.24,35.1,114
23.1,35.7,15.5,61.9,125.0,46.1,10.3,1.46,51.6,122
17.7,56.7,11.6,0,0.0,21.3,8.2,2.03,30.5,97
14.9,77.7,13.4,37.1,58.1,24.6,18.5,0.78,23.3,62
30.2,43.1,8.9,44.5,57.7,37.7,14.0,0.7,31.7,70
45.1,64.5,7.1,68.2,132.1,30.8,13.0,0.87,99.8,130
11.3,62.8,7.2,43.9,95.0,41.7,12.1,1.17,36.2,92
24.6,66.6,8.2,54.7,81.3,47.4,11.7,0,40.4,97
33.9,54.6,6.0,39.9,86.6,6.0,15.3,0.58,52.7,90
38.5,72.3,7.4,19.7,43.4,46.5,8.3,2.32,65.9,114
32.8,45.9,9.8,0,0.0,13.5,8.4,0.29,40.4,39
22.3,62.6,11.1,7.2,11.3,28.1,21.7,0,54.8,54
31.2,62.4,6.1,97.1,161.6,56.3,21.4,0.04,64.4,165
31.1,77.8,10.3,0,0.0,37.7,5.9,0.7,30.8,43
31.4,69.7,1.9,14.0,32.4,67.7,24.6,0,57.6,83
33.0,71.8,18.5,0,0.0,30.5,19.4,1.34,39.7,72
17.7,52.4,3.9,2.2,5.4,43.9,10.7,1.44,26.1,81
11.4,87.9,11.8,63.9,143.3,33.8,13.7,0.37,36.0,138
16.9,54.0,6.2,28.2,59.5,0,20.5,1.4,36.9,65
34.9,66.2,10.3,62.2,100.7,30.6,10.9,0.21,52.1,107
32.8,48.9,22.4,0,0.0,40.5,9.3,1.08,39.3,56
23.7,46.8,16.0,50.4,71.7,15.3,22.2,1.68,62.8,91
25.4,18.2,15.0,29.5,52.6,47.6,23.5,0,32.3,64
23.7,58.3,6.4,46.3,60.5,46.7,0,0.42,28.7,70
26.1,67.8,11.7,45.8,55.8,37.8,33.1,1.14,49.6,78
37.9,21.0,8.3,41.8,74.8,12.7,21.7,1.78,58.0,87
7.2,101.1,14.0,26.6,58.9,36.1,22.5,1.35,44.6,73
14.4,84.6,18.2,47.1,111.4,15.2,15.9,1.18,28.6,107
22.8,105.5,14.6,69.9,97.5,6.2,14.8,1.6,45.3,122
33.3,57.6,4.8,40.8,80.5,49.5,3.5,0.83,25.9,84
9.7,19.8,10.3,48.5,60.5,29.3,18.7,1.46,41.2,75
14.1,52.8,11.5,38.6,59.8,0,19.8,2.35,29.9,121
11.6,41.5,14.9,60.7,128.0,13.1,16.2,1.49,29.7,127
28.5,76.5,19.9,48.4,87.9,32.5,11.8,1.43,43.7,90
16.6,24.6,-1.0,1.3,2.5,15.0,15.6,2.14,55.9,93
12.5,72.5,4.8,60.5,80.0,39.8,9.5,2.23,12.9,114
32.7,59.0,5.3,51.6,62.8,11.1,27.6,2.07,30.0,110
8.1,51.9,8.6,27.1,33.2,0.3,34.5,0.79,29.6,43
17.5,60.2,9.2,0,0.0,29.5,8.4,2.1,32.8,115
20.6,41.5,0.3,0,0.0,45.8,13.6,2.2,51.7,107
-2.7,91.7,9.5,61.7,115.8,14.8,26.5,0.19,35.3,124
21.5,47.4,22.8,0,0.0,30.2,30.3,2.69,24.9,129
22.3,75.6,10.3,44.9,56.3,24.5,28.1,1.65,45.3,76
31.2,75.2,10.0,35.6,82.5,43.2,6.3,0,49.2,84
20.7,125.8,12.2,96.7,126.1,34.4,26.1,0.11,62.1,158
17.1,68.9,9.5,47.2,75.7,46.9,1.1,0.53,29.9,85
22.3,47.8,14.2,71.2,113.3,52.2,21.6,0.3,27.5,111
39.4,49.9,11.1,20.2,48.7,36.2,12.4,0.13,35.6,51
23.0,62.5,-1.7,26.1,45.6,31.0,1.2,0.81,52.1,49
24.6,35.1,8.3,29.4,50.2,62.3,14.1,1.05,53.1,68
21.8,61.7,18.9,61.9,126.6,25.5,18.9,0.77,57.5,126
28.1,58.2,2.5,49.7,72.9,23.4,25.1,2.03,33.4,102
16.2,25.1,8.6,65.3,162.3,53.0,15.5,0.85,31.3,169
25.0,66.5,11.6,57.2,130.5,51.7,11.8,1.09,53.5,134
43.4,56.0,13.4,12.8,29.1,13.4,0,0.37,41.0,39
20.2,72.2,3.3,76.3,145.9,58.9,6.8,1.1,21.3,135
10.2,61.3,4.0,79.6,106.6,11.8,20.2,1.87,38.0,132
24.4,50.6,16.8,74.4,93.4,12.7,36.4,0,18.7,126
20.2,115.8,3.8,107.3,198.9,11.8,27.7,0.78,43.5,196
17.3,56.5,5.5,37.1,57.9,0,15.7,0.32,12.4,69
19.0,44.6,2.8,55.3,107.8,61.0,7.4,0.58,38.3,102
47.3,44.0,15.7,33.5,77.3,33.4,17.4,1.3,81.1,88
8.3,65.0,19.0,37.1,79.9,33.6,36.4,1.78,62.3,89
14.6,85.3,12.7,94.4,122.3,55.5,16.1,0,55.6,148
18.3,87.9,-0.8,120.5,234.6,34.7,22.3,0.39,43.9,235
30.7,74.2,1.6,68.1,137.4,54.7,11.7,0.53,57.0,128
18.5,75.8,8.1,47.7,68.8,24.5,0,0.41,25.6,83
13.7,41.6,10.8,14.7,20.3,12.7,24.6,1.35,32.8,69
40.4,76.5,9.3,65.0,97.5,15.6,9.7,1.31,85.4,112
21.4,57.8,8.2,101.9,132.2,0,0,0.29,56.8,167
22.2,64.0,9.2,34.4,62.4,43.6,11.1,1.71,43.7,85
34.0,61.0,7.3,1.9,4.5,20.5,4.4,0,47.5,49
